// METGen - The Synthesized METAR Generator
// Copyright (C) 2025 FiendishDrWu
//
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU Affero General Public License as published
// by the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU Affero General Public License for more details.
//
// You should have received a copy of the GNU Affero General Public License
// along with this program.  If not, see <https://www.gnu.org/licenses/>.
//
ICAO,Latitude,Longitude
FD08,26.465353,-80.149767
FD15,26.979500,-80.218656
FD23,28.867808,-82.198147
FD38,26.646708,-80.295067
FD51,24.658756,-81.441472
FD77,27.711975,-82.282869
FD88,27.341986,-80.522000
FD90,29.167664,-81.264578
FDBS,-26.836111,31.920000
FDBT,-26.738333,31.778333
FDMS,-26.529167,31.307500
FDNG,-25.798056,31.412500
FDNH,-27.116667,31.216667
FDSK,-26.358658,31.717136
FDSM,-26.200000,31.933333
FDTM,-26.100000,31.916667
FEFA,5.016667,21.200000
FEFB,5.400000,26.483333
FEFC,4.937,15.894
FEFF,4.397778,18.519722
FEFG,4.783333,22.783333
FEFI,10.233333,22.716667
FEFM,5.850000,20.650000
FEFN,8.427,20.635
FEFO,5.950356,15.639825
FEFR,6.526667,21.990000
FEFS,6.500000,17.433333
FEFT,4.226000,15.785417
FEFW,8.016667,22.400000
FEFY,6.516667,23.266667
FEFZ,5.050000,25.150000
FEGE,5.350000,25.916667
FEGF,7.31411,18.3088
FEGM,5.694,22.801
FEGO,8.900000,22.783333
FEGR,4.98861,23.9278
FEGU,6.517,18.267
FEGZ,6.350000,16.316667
FGAB,-1.410277,5.621944
FGAN,-1.433333,5.633333
FGBT,1.902222,9.802778
FGMY,1.678611,11.024722
FGSL,3.755278,8.708611
FHAW,-7.969597,-14.393664
FHSH,-15.958139,-5.645958
FIMA,-10.374444,56.606944
FIMP,-20.429861,57.683083
FIMR,-19.757728,63.361264
FJDG,-7.313272,72.411058
FKAN,4.95,9.933
FKKB,2.872778,9.977778
FKKC,4.086389,9.357222
FKKD,4.006111,9.719444
FKKF,5.704139,9.303528
FKKG,5.89528,10.0339
FKKH,10.0925,14.4456
FKKI,4.466667,14.366667
FKKJ,10.3561,15.2372
FKKL,10.454828,14.253150
FKKM,5.636919975280762,10.750800132751465
FKKN,7.359167,13.560000
FKKO,4.549906,13.725917
FKKR,9.336111,13.370000
FKKS,5.45,10.067
FKKU,5.532222,10.357500
FKKV,6.037164,10.122928
FKKW,2.876,11.185
FKKY,3.8360400199890137,11.523500442504885
FKYS,3.722500,11.553333
FL03,28.717364,-82.028781
FL10,30.114950,-82.909017
FL36,26.916972,-81.562583
FL37,27.240861,-80.488583
FL59,26.643406,-81.710361
FL60,29.972464,-81.660922
FL74,27.598897,-80.502364
FL75,27.537836,-80.842497
FL83,30.432778,-85.499306
FLBA,-8.85917,31.3364
FLCP,-13.556944,32.587278
FLHN,-17.821358,25.817075
FLKE,-12.572799682617,27.893899917603
FLKK,-15.330778,28.452611
FLKL,-14.997,22.648
FLKO,-14.8,24.783
FLKS,-10.210006,31.122836
FLKY,-8.524999618530273,30.663000106811523
FLLC,-15.4138002396,28.3306999207
FLLI,-17.821800231933594,25.82270050048828
FLLK,-14.3748,23.2495
FLLS,-15.3308000565,28.4526004791
FLMA,-11.138778,28.877917
FLMF,-13.258306,31.939806
FLMG,-15.254472,23.156028
FLML,-12.565,28.299
FLNA,-15.9658,25.9333
FLND,-12.998100280762,28.66489982605
FLSK,-12.961794,28.516236
FLSN,-16.113,23.2982
FLSO,-12.900500297546388,28.149900436401367
FLSS,-17.4763,24.3047
FLSW,-12.173833,26.367000
FLZB,-13.539,23.11
FMCH,-11.536389,43.271389
FMCI,-12.295000,43.761944
FMCN,-11.7108001709,43.2439002991
FMCV,-12.130833,44.429722
FMCZ,-12.806667,45.280556
FMEE,-20.890000,55.516389
FMEP,-21.321667,55.425556
FMFE,-18.9175,48.2182
FMMC,-20.3554,45.5434
FMME,-19.834722,47.066944
FMMG,-18.701389,44.614722
FMMH,-19.836389,48.799444
FMMI,-18.796389,47.476111
FMMK,-18.805833,45.273889
FMML,-19.6867008209,44.5419006348
FMMN,-19.56279945373535,45.450801849365234
FMMO,-18.050833,44.032222
FMMQ,-19.583,48.803
FMMR,-17.850083,44.920467
FMMS,-17.090278,49.815556
FMMT,-18.115833,49.393333
FMMU,-17.47610092163086,43.972801208496094
FMMV,-20.284722,44.317778
FMMX,-18.759677,46.054065
FMMY,-19.3833,48.95
FMMZ,-17.795833,48.443333
FMNA,-12.351111,49.294167
FMNC,-16.163611,49.769722
FMND,-14.651667,49.620556
FMNE,-13.188333,48.987500
FMNF,-15.2,48.483
FMNG,-15.584286,47.623587
FMNH,-14.998889,50.320000
FMNJ,-13.645705,48.459427
FMNL,-14.630000,47.762500
FMNM,-15.666667,46.351111
FMNN,-13.318056,48.309167
FMNO,-16.10169,45.358837
FMNP,-16.0722693402,47.6441645622
FMNQ,-16.744167,44.483889
FMNR,-15.438333,49.690000
FMNS,-14.278611,50.174722
FMNT,-16.7511,47.619
FMNV,-13.375800132751465,50.00279998779297
FMNW,-14.903056,47.993611
FMNX,-15.846667,48.835556
FMNZ,-13.484816,48.632702
FMSA,-21.815556,46.915833
FMSB,-21.605833,45.135833
FMSC,-21.046389,44.940000
FMSD,-25.038056,46.956111
FMSF,-21.442222,47.110833
FMSG,-22.806667,47.825556
FMSI,-22.406111,46.166944
FMSJ,-21.426389,44.315833
FMSK,-22.120556,48.021111
FMSL,-24.236111,45.304722
FMSM,-21.206667,48.356111
FMSN,-21.7,43.733
FMSR,-21.751389,43.376389
FMST,-23.389444,43.725556
FMSU,-23.3508,47.5817
FMSV,-23.733,44.389
FMSY,-24.699167,44.732500
FMSZ,-22.2964,44.5315
FNAM,-7.86222,13.1161
FNBC,-6.269899845123291,14.246999740600586
FNBG,-12.608889,13.403611
FNBJ,-9.053611,13.496944
FNCA,-5.586667,12.188611
FNCF,-8.78361,17.9897
FNCH,-7.357,20.804
FNCP,-9.768611,15.454444
FNCT,-12.479444,13.487222
FNCV,-15.160000,19.157000
FNCX,-8.374,18.924
FNCZ,-11.894,22.916
FNDU,-7.402692,20.816833
FNGI,-17.043333,15.683889
FNHU,-12.800000,15.750000
FNKU,-12.404600143433,16.947399139404
FNLB,-12.37119960784912,13.53660011291504
FNLK,-8.445727348330001,20.7320861816
FNLU,-8.855472,13.233892
FNLZ,-9.11596,18.0493
FNMA,-9.519550,16.303983
FNME,-14.657778,17.719444
FNMO,-15.259444,12.148889
FNNG,-7.754509925842285,15.287699699401855
FNPA,-10.722000122070312,13.76550006866455
FNSA,-9.688889,20.430833
FNSO,-6.141089916229248,12.371800422668455
FNSU,-11.16790008544922,13.84749984741211
FNTO,-7.147,14.248
FNUA,-10.701389,22.160278
FNUB,-14.924444,13.571667
FNUE,-11.768611,19.897222
FNUG,-7.602778,15.027778
FNWK,-11.4264,15.1014
FNXA,-16.755399703979492,14.965299606323242
FNZE,-7.25944,12.8631
FNZG,-7.716939926149999,21.358200073200003
FOGA,-1.13967,13.9036
FOGB,-0.1075,11.9438
FOGE,-2.4,11.367
FOGF,-1.283,10.617
FOGG,-1.883,11.933
FOGI,-2.433,11.0
FOGJ,-0.183,10.75
FOGK,-1.1846100091934,12.441300392151
FOGM,-1.845900,11.056778
FOGO,1.536944,11.578611
FOGQ,-0.664167,13.672778
FOGR,-0.704725,10.245047
FOGV,2.15,12.133
FOGW,-0.545,9.444
FOOB,2.0756399631500244,11.493200302124023
FOOD,-1.537,13.269
FOOE,1.017,13.933
FOOG,-0.719167,8.751389
FOOH,-1.583333,9.266667
FOOI,-1.9223,9.3092
FOOK,0.5792109966278076,12.890899658203123
FOOL,0.458333,9.412222
FOOM,0.776,11.553
FOON,-1.651944,13.434722
FOOR,-0.826,12.747
FOOT,-2.888222,10.955417
FOOY,-3.4584197998046875,10.674076080322266
FPPR,1.662967,7.411672
FPST,0.377778,6.713056
FQAG,-16.181944,39.945556
FQBI,-25.266667,33.233333
FQBR,-19.795833,34.904722
FQCB,-14.815,36.529999
FQCH,-19.149722,33.428889
FQES,-15.734,32.757
FQIA,-25.996944,32.929167
FQIB,-12.3502,40.6023
FQIN,-23.866667,35.416667
FQLC,-13.274528,35.264633
FQLU,-15.026111,40.671667
FQMA,-25.920833,32.572639
FQMD,-11.672900199890137,39.5630989074707
FQMP,-11.36180019378662,40.35490036010742
FQMR,-13.225099563598633,37.55210113525391
FQNC,-14.490472,40.712083
FQNP,-15.103056,39.284444
FQPB,-12.991667,40.524167
FQPO,-26.833333,32.833333
FQQL,-17.851389,36.868333
FQSG,-15.605000,32.774167
FQTT,-16.108089,33.640225
FQUG,-14.705278,34.354167
FQVL,-22.018611,35.313056
FQXA,-25.0378,33.6274
FQXX,-10.848167,40.504944
FSAL,-7.00478,52.7262
FSAS,-9.7422199993,46.506802
FSDR,-5.6967,53.6558
FSFA,-10.1096,51.176102
FSIA,-4.674344,55.521853
FSPP,-4.319242,55.691606
FSSB,-3.72472,55.205299
FSSC,-7.13457,56.278198
FSSD,-3.80222,55.6669
FSSF,-4.583,55.95
FTTA,9.151167,18.379333
FTTB,10.2881,15.3811
FTTC,13.847222,20.848889
FTTD,8.620139,16.068389
FTTF,17.191189,21.503722
FTTG,12.200000,21.466667
FTTH,9.3979,16.3125
FTTI,13.239889,18.317708
FTTJ,12.125000,15.024722
FTTK,12.383333,17.066667
FTTL,13.4433,14.7394
FTTM,12.171806,18.677694
FTTN,11.039569,20.276769
FTTP,9.383333,14.933333
FTTR,20.450000,16.583333
FTTS,10.483333,16.716667
FTTU,14.147742,15.320022
FTTY,17.916072,19.108864
FTTZ,21.450000,17.050000
FVBM,-16.8169994354,28.3500003815
FVBU,-20.017401,28.617901
FVCH,-20.2067,32.6283
FVCP,-17.752500,30.922500
FVCZ,-21.010000,31.579444
FVFA,-18.094167,25.840000
FVGR,-18.977,32.451
FVHA,-17.931801,31.0928
FVJN,-20.018333,28.624722
FVKB,-16.519444,28.885000
FVMH,-21.231,32.3336
FVMN,-15.768735,29.385617
FVMT,-17.431900024414062,32.18450164794922
FVMU,-18.997499465942,32.627201080322
FVMV,-20.061944,30.861944
FVRG,-17.932778,31.093889
FVSH,-20.28949928283692,30.08819961547852
FVSV,-17.91699981689453,25.816999435424805
FVTL,-19.436399459838867,29.861900329589844
FVWN,-18.633889,27.008056
FVWT,-18.362967,26.519791
FVZC,-19.029,29.722
FWCD,-10.55,33.8
FWCL,-15.679722,34.967500
FWCM,-14.300000,35.133333
FWDW,-12.515000,34.131111
FWKA,-9.953419,33.893172
FWKG,-13.016667,33.466667
FWKI,-13.783333,33.777500
FWLK,-12.079717,34.736364
FWMG,-14.482999801635742,35.266998291015625
FWMY,-14.0836000443,34.9197006226
FWSJ,-16.916667,35.250000
FWSM,-13.7559,34.5842
FWSU,-16.266667,34.916667
FWTK,-14.216667,34.533333
FWUU,-11.444161,34.012256
FXBB,-29.425000,28.669444
FXKA,-29.361111,28.526389
FXKB,-29.377778,28.491667
FXKY,-29.884444,28.361389
FXLK,-29.891667,28.655556
FXLR,-28.855556,28.052778
FXLS,-29.7829,28.3167
FXLT,-29.008333,28.855556
FXMA,-29.838889,28.777778
FXMF,-29.800000,27.244444
FXMH,-30.144444,27.472222
FXMK,-29.280556,29.072222
FXML,-29.333333,29.191667
FXMM,-29.456531,27.554139
FXMN,-29.544444,28.272222
FXMS,-29.677778,28.808333
FXMT,-29.780556,28.777778
FXMU,-29.302778,27.502778
FXMV,-29.813889,28.808333
FXNH,-30.066667,27.866667
FXNK,-30.022222,28.197222
FXPG,-29.086111,28.497222
FXQG,-30.408333,27.694444
FXQN,-30.111111,28.672222
FXSE,-29.916667,29.041667
FXSH,-29.730556,28.769444
FXSK,-30.038889,28.369444
FXSM,-29.838889,28.058333
FXSS,-29.266667,28.550000
FXTA,-29.522222,28.616667
FXTB,-30.050000,28.461111
FXTK,-29.234722,28.884722
FYAA,-27.995,17.5966
FYAR,-22.466667,14.983333
FYGB,-22.504722,18.974722
FYGF,-19.600000,18.133333
FYGK,-24.629999,15.9392
FYHI,-19.0285,16.4585
FYKB,-28.0297,18.7385
FYKM,-17.634167,24.176667
FYKT,-26.538889,18.111667
FYLS,-18.1167,23.3933
FYLZ,-26.685278,15.245556
FYME,-21.0233,16.4528
FYMG,-22.0106,17.37
FYML,-24.604167,17.925000
FYMO,-18.814444,17.051944
FYNA,-18.8064,16.9272
FYNG,-22.1833,18.5333
FYOA,-17.877222,15.950000
FYOE,-18.0303,22.1897
FYOG,-28.584806,16.446361
FYOO,-19.149200439453125,15.91189956665039
FYOP,-18.0614,13.8505
FYOS,-17.797,15.6993
FYOW,-20.434700012207,16.660800933838
FYRU,-17.956111,19.720556
FYSA,-27.876008,16.647722
FYSM,-22.658333,14.566667
FYSS,-24.5128,15.7467
FYTE,-19.9713,13.0249
FYTM,-19.26189994812,17.732500076294
FYWB,-22.980000,14.645278
FYWE,-22.608889,17.078889
FYWH,-22.481200,17.470500
FZAA,-4.387164,15.442247
FZAB,-4.328889,15.320833
FZAG,-5.933333,12.350000
FZAI,-5.918059825897217,12.447699546813965
FZAJ,-5.854000091552734,13.064000129699709
FZAL,-4.95,14.133
FZAM,-5.799750,13.440514
FZAR,-5.421,14.8169
FZBA,-1.947219967842102,18.28580093383789
FZBI,-2.7174999713897705,17.68470001220703
FZBO,-3.3113200664520264,17.38170051574707
FZBT,-1.434999942779541,19.02400016784668
FZCA,-5.035769939422607,18.785600662231445
FZCB,-5.0,19.6
FZCE,-4.8,18.717
FZCF,-7.333000183105469,19.01700019836425
FZCV,-4.783,17.85
FZEA,0.022542,18.288756
FZEN,1.2247200012207031,19.78890037536621
FZFA,3.633,18.633
FZFD,4.252850,20.975497
FZFK,3.235353,19.771242
FZFP,4.166667,21.750000
FZFU,2.18278,22.481701
FZGA,2.17066,21.496901
FZGN,-0.2169999927282333,20.850000381469727
FZGV,-1.048109,23.372501
FZIA,0.516667,25.154722
FZIC,0.481678,25.337964
FZIR,0.783,24.467
FZJH,2.826667,27.588056
FZKA,1.565797,30.220644
FZKJ,2.816667,24.783333
FZMA,-2.308986,28.808819
FZNA,-1.666153,29.237956
FZNP,0.575,29.4739
FZOA,-2.919242,25.915372
FZOC,-2.578,26.734
FZOK,-4.5329999923706055,26.617000579833984
FZOP,-1.367,26.333
FZQA,-11.591283,27.530900
FZQC,-8.467,28.883
FZQG,-10.35,28.633
FZQM,-10.766667,25.500000
FZRA,-7.28889,27.3944
FZRB,-7.067,29.783
FZRF,-5.875525,29.249369
FZRM,-6.083,26.917
FZRQ,-5.39444,26.99
FZSA,-8.626667,25.248056
FZSB,-8.64202,25.2529
FZSK,-8.35,22.583
FZTK,-7.583,24.15
FZTL,-9.469,25.759
FZUA,-5.900083,22.469200
FZUG,-7.183,22.4
FZUK,-6.43833,20.794701
FZVA,-3.4170000553131104,23.450000762939453
FZVI,-4.96167,23.3783
FZVM,-4.85,21.55
FZVR,-4.3158,20.4149
FZVS,-4.329919,20.590124
FZWA,-6.121189,23.568997
FZWC,-6.733,23.95
FZWE,-6.982999801635742,23.08300018310547
FZWT,-6.132999897,24.4829998016
GA04,33.365669,-84.165197
GA18,34.832869,-83.409606
GA19,31.844831,-81.687586
GA35,32.157500,-81.396667
GA36,30.766892,-81.716653
GA46,30.927000,-81.432556
GA49,31.212736,-83.636056
GA62,33.255117,-84.400203
GA65,33.607911,-83.355258
GA75,33.087347,-84.405200
GA80,33.782331,-83.988800
GAAO,15.700000,0.500000
GABD,14.333333,-3.600000
GABG,11.449999809265137,-7.517000198364258
GABR,17.033333,-0.400000
GABS,12.537778,-7.943056
GAGM,16.350000,-3.600000
GAGO,16.248333,-0.005833
GAKA,12.843278,-11.249972
GAKD,14.481722,-11.404722
GAKL,18.407700,1.415981
GAKO,12.383,-5.467
GAKY,14.481200218200684,-11.404399871826172
GAMA,13.700000,-6.066667
GAMB,14.508611,-4.084167
GAMK,15.850000,2.433333
GANF,15.933333,-4.016667
GANK,15.234167,-7.268661
GANR,15.238764,-9.576514
GASK,11.333000183105469,-5.699999809265137
GASO,11.598056,-5.798889
GATB,16.733972,-2.998500
GATS,20.246250,0.980750
GAYE,15.123742,-10.571167
GBYD,13.337942,-16.652353
GCAT,28.391111,-13.983056
GCFV,28.452778,-13.863889
GCGM,28.029722,-17.214722
GCHI,27.814722,-17.886944
GCLA,28.626667,-17.755556
GCLB,27.782222,-15.507500
GCLP,27.931944,-15.386667
GCRR,28.945556,-13.605278
GCTS,28.044444,-16.572500
GCXO,28.482778,-16.341667
GE20,33.055808,-82.325764
GE61,34.102514,-85.383908
GE72,34.235556,-83.153100
GE99,34.914183,-83.459425
GECE,35.892778,-5.306389
GEML,35.279722,-2.956389
GFBN,7.533056,-12.503889
GFBO,7.949075,-11.762397
GFGK,7.766667,-12.383333
GFHA,8.397130012512207,-13.12909984588623
GFKB,9.634372,-11.516839
GFKE,7.891297,-11.176556
GFLL,8.616458,-13.195550
GFYE,8.610469818115234,-11.04539966583252
GGBU,11.297355651855469,-15.838079452514648
GGCF,11.2878999710083,-15.180500030517578
GGOV,11.888889,-15.655833
GLBU,5.167653,-9.283472
GLCP,4.3790202140808105,-7.696949958801269
GLGE,5.03431,-9.0668
GLLB,5.866667,-10.050000
GLMR,6.288800,-10.759069
GLNA,7.501017,-8.600131
GLRB,6.240444,-10.359878
GLST,4.66667,-8.43333
GLTN,6.04565,-8.13872
GLVA,8.4,-9.767
GMAA,30.381,-9.546
GMAD,30.322500,-9.411389
GMAG,29.026389,-10.050556
GMAT,28.448333,-11.161389
GMAZ,30.263889,-5.853333
GMFB,32.514444,-1.978333
GMFF,33.927222,-4.977778
GMFI,33.505556,-5.152500
GMFK,31.948056,-4.400556
GMFM,33.87910079956055,-5.515120029449463
GMFN,35.153,-2.92
GMFO,34.786111,-1.925556
GMFU,34.00809860229492,-4.965559959411621
GMMA,26.7318,-11.6847
GMMB,33.654444,-7.225833
GMMC,33.553,-7.661
GMMD,32.401944,-6.316111
GMME,34.051389,-6.751667
GMMF,29.369,-10.18
GMMH,23.718333,-15.931944
GMMI,31.399167,-9.683056
GMML,27.151667,-13.219167
GMMN,33.364167,-7.581667
GMMS,32.2731,-9.23694
GMMT,33.593611,-7.464444
GMMW,34.989444,-3.027778
GMMX,31.608611,-8.040833
GMMY,34.29890060424805,-6.595880031585693
GMMZ,30.937222,-6.906111
GMTA,35.179722,-3.840000
GMTN,35.594444,-5.320000
GMTT,35.731667,-5.921111
GOBD,14.670833,-17.072778
GODK,12.898500442504885,-14.968099594116213
GOGG,12.555928,-16.276869
GOGK,12.900000,-14.966667
GOGS,12.388889,-16.741667
GOOG,15.4001,-15.0846
GOOK,14.144722,-16.054444
GOOY,14.743833,-17.479306
GOSM,15.593889,-13.322222
GOSP,16.683333,-14.966667
GOSR,16.433333,-15.650000
GOSS,16.049817,-16.461067
GOTB,14.866667,-12.483333
GOTK,12.57229995727539,-12.22029972076416
GOTS,13.050000,-13.300000
GOTT,13.732694,-13.658003
GQNA,16.711299896240234,-9.637880325317385
GQNB,17.533,-14.683
GQNC,18.450000,-9.516667
GQND,18.57010078430176,-11.423500061035156
GQNE,16.635017,-14.194181
GQNF,16.592839,-11.400825
GQNH,16.233333,-8.166667
GQNI,16.621999740600586,-7.3165998458862305
GQNJ,19.733,-14.3832
GQNK,16.157597,-13.510322
GQNL,17.75,-12.5
GQNN,18.098,-15.948
GQNO,18.309889,-15.969639
GQNS,15.179699897766112,-12.207300186157228
GQNT,17.233,-10.817
GQNU,16.0333,-12.6
GQPA,20.500833,-13.046667
GQPF,22.667,-12.733
GQPP,20.928444,-17.031139
GQPT,25.183533,-11.609075
GQPZ,22.757778,-12.476389
GUBE,8.698433,-8.714867
GUCY,9.576889,-13.611917
GUFA,10.350600242615,-13.569199562073
GUFH,10.038500,-10.760361
GUGO,9.246036,-9.295142
GUKR,10.657861,-14.532944
GUKU,9.160831,-10.123000
GULB,11.331306,-12.296000
GUMA,8.489667,-9.525500
GUNZ,7.815606,-8.704003
GUOK,10.956053,-14.306881
GUSA,11.110222,-13.818078
GUSB,12.572736,-13.358533
GUSI,11.401061,-9.186806
GUXD,10.446431,-9.239611
GUXN,10.4484,-9.22876
GVAC,16.737500,-22.948889
GVAN,17.2028,-25.0906
GVBA,16.137222,-22.888333
GVBR,14.8643,-24.746
GVFM,14.924,-23.493
GVMA,15.155833,-23.213611
GVMT,15.045,-24.3392
GVNP,14.941944,-23.484167
GVSF,14.885833,-24.481111
GVSN,16.589167,-24.283889
GVSV,16.833611,-25.054444
HAAB,8.975042,38.799400
HAAL,9.003685,38.725498
HAAM,6.028753,37.584008
HAAX,14.137069,38.776056
HABB,8.456,36.352
HABC,5.78287,36.562
HABD,11.606294,37.319728
HABE,9.38638973236084,34.52190017700195
HABU,6.21667,36.6667
HADC,11.101389,39.727222
HADD,8.553999900817871,34.858001708984375
HADM,10.350000381469728,37.71699905395508
HADR,9.637786,41.848886
HADT,11.967000007629396,38.0
HAFN,9.583,37.35
HAGB,7.119608,40.045589
HAGH,7.15,40.717
HAGM,8.117292,34.563361
HAGN,12.532336,37.431797
HAGO,5.935128,43.578569
HAGR,8.1614,35.5529
HAHM,8.7163,39.0059
HAHU,13.830961,36.882150
HAJJ,9.330328,42.910850
HAJK,5.749556,36.559633
HAJM,7.661639,36.820222
HAKD,6.732778,44.241389
HAKL,5.657,44.35
HALA,7.100611,38.397006
HALL,11.973856,38.991117
HAMA,10.7254,38.7415
HAMJ,6.26,35.5184
HAMK,13.473322,39.518211
HAML,6.35,39.7167
HAMM,12.933,36.167
HAMN,9.767,35.1
HAMR,5.8646,35.7485
HAMT,6.9571,35.5547
HANG,5.2897,39.7023
HANJ,9.55,35.467
HANK,9.05,36.6
HAPW,11.3126,36.4164
HASD,6.817,37.75
HASK,5.6923,38.9764
HASL,6.08333,44.7667
HASM,11.787500,40.991667
HASO,10.020861,34.582278
HASR,14.075917,38.273500
HATP,7.2024,35.415
HAWC,7.167,37.167
HAWR,6.9724,45.3334
HBBA,-3.307756,29.315967
HBBE,-3.417209,29.911308
HBBO,-2.544444,30.094167
HC01,2.670731,44.793169
HCGR,8.459917,48.568361
HCMA,11.9582,50.748
HCMB,3.102220058441162,43.62860107421875
HCMC,11.494,49.9085
HCMD,2.33611,42.3078
HCME,8.104,49.82
HCMF,11.275278,49.141389
HCMG,9.517,49.083
HCMH,9.518089,44.089708
HCMI,10.389722,44.941944
HCMJ,3.8124,42.5459
HCMK,-0.377694,42.459306
HCMM,2.013958,45.304028
HCMO,5.36667,48.5167
HCMR,6.780889,47.455083
HCMS,10.3,50.233
HCMU,10.6421,47.388
HCMV,9.500000,45.566667
HDAM,11.547222,43.159444
HDAS,11.1469,42.72
HDMO,11.7167,43.2
HDOB,11.967000007629396,43.266998291015625
HDTJ,11.782999992370604,42.91699981689453
HE01,27.366944,33.668056
HE21,28.196597,33.206347
HE25,28.1013,30.7303
HEAL,30.924444,28.461389
HEAR,31.073333,33.835833
HEAT,27.046389,31.011944
HEAX,31.181667,29.946389
HEAZ,30.091944,31.359722
HEBA,30.918056,29.695833
HEBL,22.375833,31.611667
HEBR,23.988889,35.457500
HEBS,29.20829963684082,31.016599655151367
HECA,30.111389,31.413889
HECP,30.072222,31.833333
HECW,30.116399765,30.9153995514
HEDK,25.4116,29.0031
HEEM,30.074,31.192
HEGN,27.178611,33.800833
HEGR,31.073333,34.149444
HEGS,30.819799423217773,30.191200256347656
HEKG,25.473611,30.590833
HELX,25.670833,32.706389
HEMA,25.558056,34.583056
HEMK,26.342778,31.742778
HEMM,31.325278,27.221667
HEOC,29.812222,30.823333
HEOW,22.5856990814209,28.71660041809082
HEPS,31.279444,32.240000
HESC,28.685278,34.062500
HESG,26.342778,31.742778
HESH,27.978611,34.393333
HESN,23.964444,32.820000
HESX,30.108056,30.895833
HETB,29.587778,34.778056
HETR,28.208889,33.645556
HHAS,15.284167,38.900833
HHMS,15.669989,39.370103
HHSB,13.066667,42.633333
HHTS,15.1043,36.6817
HI01,22.209167,-159.445500
HI07,19.9205,-155.8607
HJJJ,4.871944,31.601111
HJMK,9.558889,31.652222
HJWW,7.725833,27.975000
HKAM,-2.635833,37.250833
HKBA,0.4570850133895874,34.130279541015625
HKBR,-1.102639,39.950917
HKBU,0.5762079954147339,34.55345153808594
HKED,0.530583,35.267472
HKEL,0.404011,35.236714
HKEM,-0.572339,37.494839
HKES,3.213694,35.967500
HKFG,3.480361,35.834167
HKGA,-0.469389,39.634250
HKGT,0.530583,38.517556
HKHB,-0.591472,34.480111
HKHO,-1.519278,40.000917
HKIS,0.337836,37.591544
HKJK,-1.319242,36.927775
HKKE,-1.585917,35.250778
HKKG,0.271408,34.788331
HKKI,-0.085928,34.728889
HKKL,-2.919139,38.067528
HKKR,-0.3899,35.242093
HKKT,0.971997,34.958572
HKLG,4.330278,35.700833
HKLK,4.204094,34.348192
HKLO,3.124667,35.608639
HKLU,-2.252344,40.913108
HKLY,2.747056,36.717528
HKM1,-2.169678,40.896411
HKMA,3.930278,41.851000
HKMB,2.347083,37.984222
HKMG,-1.950000,36.283333
HKMI,0.947222,36.802250
HKMK,0.230611,38.184222
HKML,-3.223050,40.100492
HKMO,-4.026278,39.599064
HKMP,-2.228833,40.971319
HKMR,-3.735750,39.034222
HKMS,-1.406111,35.008057
HKMU,-2.285861,37.834194
HKMY,3.46972,39.101398
HKNI,-0.366667,36.966667
HKNK,-0.298067,36.1593
HKNL,-0.062208,37.041353
HKNO,-1.152611,35.767472
HKNV,-0.787953,36.433494
HKNW,-1.321272,36.814967
HKNY,-0.06239889934659,37.04100799560547
HKOK,-1.408664,35.110092
HKRE,-1.278289,36.860550
HKSB,0.533494,37.532794
HKUK,-4.29333,39.571098
HKVO,-3.369108,38.534244
HKWJ,1.733167,40.091528
HLAM,29.493333,21.108333
HLBD,28.483333,19.000000
HLBK,31.835111,24.605528
HLFL,28.786389,22.087222
HLGD,31.060056,16.591808
HLGL,28.638500213623047,21.4379997253418
HLGN,31.861,23.907
HLGT,25.133550,10.134033
HLHM,30.701389,12.486667
HLKF,24.178250,23.315050
HLLB,32.096806,20.269561
HLLM,32.891808,13.287656
HLLQ,32.788611,21.964444
HLLS,26.987033,14.472583
HLLT,32.663589,13.159161
HLMB,30.385000,19.573333
HLMS,32.325347,15.060958
HLNF,30.500000,18.527222
HLNR,29.218333,21.590000
HLON,29.11009979248047,15.96560001373291
HLRA,29.473333,17.958333
HLSD,30.625000,18.351389
HLSH,29.540000,20.170000
HLTD,30.151667,9.715333
HLTQ,31.860039,23.906308
HLTS,28.605000,19.305000
HLUB,26.567633,12.823117
HLWF,28.903056,10.081667
HLZA,28.588889,17.301111
HLZG,29.045000,20.781667
HLZN,31.767361,12.246089
HLZW,32.952500,12.015278
HRYG,-1.676667,29.259167
HRYI,-2.600000,29.733333
HRYN,-2.333333,30.200000
HRYR,-1.968447,30.138386
HRYU,-1.500000,29.633333
HRZA,-2.462367,28.907911
HSAT,17.709722,34.057222
HSAW,8.767000198364258,27.39999961853028
HSDB,18.0146,30.9595
HSDN,19.152500,30.430278
HSDZ,11.786111,34.336667
HSFA,10.529167,32.500556
HSFS,13.615000,25.324722
HSGF,14.133,35.317
HSGG,12.533,35.067
HSGN,13.48169994354248,22.467199325561523
HSKA,15.387500,36.328889
HSKG,14.925,35.878
HSKI,13.183,32.733
HSLI,11.137222,29.699167
HSMK,6.82499980927,29.6690006256
HSMN,18.443056,31.843611
HSNH,12.667,28.333
HSNL,12.054,24.955
HSNN,12.053611,24.956111
HSNW,15.3556,35.7278
