// METGen - The Synthesized METAR Generator
// Copyright (C) 2025 FiendishDrWu
//
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU Affero General Public License as published
// by the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU Affero General Public License for more details.
//
// You should have received a copy of the GNU Affero General Public License
// along with this program.  If not, see <https://www.gnu.org/licenses/>.
//
ICAO,Latitude,Longitude
KD58,45.414989,-101.083200
KD59,42.503950,-78.950589
KD60,48.380278,-102.897361
KD61,48.359478,-100.395525
KD63,40.492050,-123.598222
KD64,48.913078,-101.033722
KD65,43.433464,-98.398772
KD69,46.074133,-116.964872
KD73,33.782528,-83.692806
KD74,38.849550,-75.612781
KD79,42.268114,-79.481714
KD80,43.320889,-78.728925
KD81,47.826517,-96.259781
KD82,42.654792,-76.796342
KD83,39.013953,-123.381553
KD86,36.448561,-119.319006
KD88,42.150056,-79.685881
KD90,44.923661,-85.067647
KD91,43.169506,-77.818342
KD95,43.066472,-83.271556
KD98,42.796331,-82.974250
KD99,42.800692,-82.659792
KDAA,38.714922,-77.180894
KDAB,29.179908,-81.058042
KDAF,44.033444,-90.085111
KDAG,34.853722,-116.786694
KDAL,32.845944,-96.850878
KDAN,36.572472,-79.336250
KDAW,43.284236,-70.929550
KDAY,39.902253,-84.219411
KDBN,32.564722,-82.984972
KDBQ,42.402000,-90.709472
KDCA,38.851442,-77.037722
KDCM,34.789333,-81.195778
KDCU,34.654056,-86.945361
KDCY,38.700767,-87.131292
KDDC,37.763111,-99.965417
KDDH,42.891331,-73.246403
KDEC,39.834564,-88.865689
KDED,29.067028,-81.283750
KDEH,43.275500,-91.739389
KDEN,39.861667,-104.673167
KDEQ,34.047000,-94.399361
KDET,42.412364,-83.010597
KDEW,47.967056,-117.428586
KDFI,41.337500,-84.428806
KDFW,32.897233,-97.037694
KDGL,31.342603,-109.506456
KDGW,42.797194,-105.385833
KDHN,31.321028,-85.449472
KDHT,36.022472,-102.547389
KDIJ,43.742694,-111.096778
KDIK,46.800475,-102.804436
KDKB,41.933833,-88.705686
KDKK,42.493944,-79.271111
KDKR,31.306972,-95.403833
KDKX,35.963833,-83.873667
KDLC,34.449056,-79.368583
KDLF,29.359397,-100.777922
KDLH,46.842069,-92.193236
KDLL,43.522025,-89.771239
KDLN,45.255361,-112.552506
KDLO,35.745556,-119.236500
KDLS,45.619356,-121.168275
KDLZ,40.279542,-83.113383
KDMA,32.166364,-110.883172
KDMN,32.262389,-107.719000
KDMO,38.707417,-93.175917
KDMW,39.608278,-77.007667
KDNA,31.880444,-106.703250
KDNL,33.466583,-82.039389
KDNN,34.722939,-84.870242
KDNS,41.986133,-95.380258
KDNV,40.199828,-87.595167
KDOV,39.129539,-75.465961
KDPA,41.907053,-88.247994
KDPG,40.197381,-112.935056
KDPL,35.000036,-77.981658
KDQH,31.476739,-82.860567
KDRA,36.6194,-116.032997
KDRI,30.831722,-93.339917
KDRM,46.009311,-83.743933
KDRO,37.151528,-107.753778
KDRP,35.120053,-90.826503
KDRT,29.374208,-100.927158
KDSM,41.533972,-93.663072
KDSV,42.570531,-77.713272
KDTA,39.382831,-112.502211
KDTG,41.132622,-88.438644
KDTL,46.823047,-95.882786
KDTN,32.540822,-93.743836
KDTO,33.201961,-97.199097
KDTS,30.400056,-86.471472
KDTW,42.212431,-83.353394
KDUA,33.939697,-96.395058
KDUB,43.548653,-109.690828
KDUC,34.470872,-97.959861
KDUG,31.468944,-109.603750
KDUH,41.735875,-83.655764
KDUJ,41.178278,-78.898694
KDUX,35.857431,-102.013308
KDVK,37.577575,-84.769497
KDVL,48.116592,-98.909989
KDVN,41.610278,-90.588361
KDVO,38.143575,-122.557092
KDVP,43.986800,-95.782611
KDVT,33.688306,-112.082556
KDWA,38.579389,-121.856944
KDWH,30.061778,-95.552789
KDWU,38.554461,-82.737661
KDWX,41.037442,-107.492528
KDXE,36.775417,-89.941250
KDXR,41.371533,-73.482189
KDXX,44.986436,-96.177858
KDYA,32.463833,-87.954056
KDYB,33.062278,-80.280917
KDYL,40.333050,-75.122339
KDYR,35.997972,-89.406583
KDYS,32.420617,-99.854600
KDYT,46.722122,-92.044386
KDZB,30.527053,-98.358758
KDZJ,34.854431,-83.997319
KE01,31.582467,-102.909042
KE02,32.634069,-105.687450
KE05,32.660292,-107.195408
KE06,32.953944,-103.408778
KE11,32.330753,-102.529686
KE13,31.411575,-102.360475
KE14,36.026119,-106.045414
KE16,37.081583,-121.596806
KE19,36.233725,-101.432189
KE24,33.810608,-109.985744
KE25,33.970631,-112.795089
KE26,32.131078,-103.154850
KE30,31.674472,-99.977000
KE32,36.291406,-107.056156
KE34,34.910469,-100.869781
KE35,31.517197,-106.147061
KE36,38.921111,-120.864806
KE37,32.847844,-109.881747
KE38,30.384222,-103.683583
KE40,35.652078,-81.357864
KE41,31.198625,-101.475244
KE42,36.221000,-101.194500
KE45,37.861667,-120.178556
KE48,31.125147,-102.225414
KE51,34.592894,-113.171950
KE52,35.230714,-102.398769
KE53,43.846233,-83.046792
KE55,38.801708,-123.530553
KE57,32.974658,-102.845097
KE58,33.306456,-97.347128
KE60,32.806722,-111.586628
KE63,32.960169,-112.673639
KE67,33.047194,-110.909056
KE70,29.602406,-97.990564
KE77,32.636442,-110.647289
KE78,31.932583,-111.894250
KE79,36.840225,-119.870428
KE81,33.277833,-111.127064
KE85,41.954064,-118.631006
KE89,35.367839,-104.180508
KE91,36.109306,-109.575472
KE92,34.763394,-106.041406
KE94,33.353319,-108.867144
KE95,31.999444,-110.357972
KE98,34.761008,-106.744944
KEAG,42.709917,-93.916111
KEAN,42.055519,-104.928283
KEAR,40.727042,-99.006769
KEAT,47.398806,-120.206833
KEAU,44.865806,-91.484250
KEBA,34.095403,-82.817492
KEBD,37.681764,-82.122067
KEBG,26.441667,-98.122222
KEBS,42.436414,-93.868967
KECG,36.260575,-76.174567
KECP,30.358242,-85.795603
KECS,43.884250,-104.314500
KECU,29.946919,-100.173856
KEDC,30.397494,-97.566394
KEDE,36.028589,-76.569767
KEDG,39.391875,-76.291125
KEDJ,40.372278,-83.819250
KEDN,31.299722,-85.899833
KEDU,38.531461,-121.786464
KEDW,34.908089,-117.885528
KEED,34.766347,-114.623281
KEEN,42.898389,-72.270778
KEEO,40.048806,-107.885917
KEET,33.177778,-86.783222
KEFC,44.734572,-103.861808
KEFD,29.607333,-95.158750
KEFK,44.888175,-72.228636
KEFT,42.614900,-89.590403
KEFW,42.009833,-94.341806
KEGE,39.642761,-106.915936
KEGI,30.648589,-86.521958
KEGP,28.7,-100.479
KEGQ,43.102056,-94.704528
KEGT,37.324994,-97.388356
KEGV,45.932333,-89.268278
KEHA,37.000783,-101.880028
KEHO,35.255750,-81.600764
KEHR,37.807833,-87.685694
KEIK,40.010250,-105.048083
KEIW,36.535306,-89.599722
KEKA,40.803397,-124.112792
KEKM,41.719406,-86.003219
KEKN,38.889444,-79.857139
KEKO,40.825000,-115.791339
KEKQ,36.855278,-84.856139
KEKS,45.275725,-111.648917
KEKX,37.686000,-85.925028
KEKY,33.312611,-86.926306
KELA,29.600028,-96.321944
KELD,33.221239,-92.811750
KELK,35.430778,-99.394278
KELM,42.159856,-76.891747
KELN,47.034844,-120.528858
KELO,47.824014,-91.829319
KELP,31.807333,-106.376361
KELY,39.299689,-114.841878
KELZ,42.109525,-77.989978
KEMM,41.824083,-110.556944
KEMP,38.330564,-96.189933
KEMT,34.086008,-118.034844
KEMV,36.686858,-77.482750
KEND,36.339806,-97.917239
KENL,38.515083,-89.091139
KENV,40.718725,-114.028675
KENW,42.596064,-87.927325
KEOD,36.567653,-87.481458
KEOE,34.309333,-81.640667
KEOK,40.459908,-91.428500
KEOP,39.166972,-82.928333
KEOS,36.810806,-94.391694
KEPH,47.308072,-119.516914
KEPM,44.910111,-67.012694
KEQA,37.774111,-96.817722
KEQY,35.017417,-80.622056
KERI,42.083083,-80.173944
KERR,44.792167,-71.164525
KERV,29.976667,-99.085472
KERY,46.311000,-85.457167
KESC,45.722675,-87.093717
KESF,31.394906,-92.295772
KESN,38.804161,-76.068992
KEST,43.407472,-94.746389
KESW,47.254183,-121.185531
KETB,43.422175,-88.127928
KETC,35.937264,-77.546481
KETH,45.780506,-96.543797
KETN,32.414889,-98.809694
KEUF,31.951306,-85.128917
KEUG,44.124583,-123.211972
KEUL,43.641850,-116.635764
KEVB,29.055694,-80.948917
KEVM,47.424167,-92.496556
KEVU,40.353292,-94.916636
KEVV,38.040806,-87.528500
KEVW,41.274778,-111.034639
KEVY,39.521028,-75.723667
KEWB,41.676567,-70.957836
KEWK,38.057103,-97.275228
KEWN,35.072856,-77.043019
KEWR,40.692481,-74.168686
KEXX,35.781142,-80.303772
KEYE,39.830717,-86.294386
KEYF,34.601817,-78.579278
KEYW,24.556119,-81.759956
KEZF,38.266894,-77.449242
KEZI,41.205194,-89.963861
KEZM,32.216389,-83.128667
KEZS,44.787306,-88.560014
KEZZ,39.727561,-94.276375
KF00,33.613092,-96.179325
KF01,34.277111,-99.759681
KF05,34.225667,-99.283750
KF06,34.844867,-100.195192
KF08,35.298306,-95.627372
KF09,34.512575,-99.429533
KF10,35.406881,-96.015833
KF13,26.968611,-81.916306
KF14,33.947611,-98.616147
KF17,31.831583,-94.156417
KF21,34.739589,-100.529700
KF22,36.385611,-97.277222
KF23,32.451475,-98.681514
KF30,34.527044,-96.990189
KF31,33.991056,-96.642722
KF32,34.254894,-97.472928
KF34,36.859989,-120.464467
KF35,32.923325,-98.436872
KF36,35.296300,-98.967717
KF37,33.648903,-105.896219
KF41,32.329694,-96.663889
KF43,33.191250,-92.663222
KF44,32.163847,-95.828353
KF45,26.845917,-80.222333
KF46,32.930594,-96.435486
KF47,29.644583,-84.915600
KF49,33.485233,-101.661678
KF51,32.938825,-95.278867
KF53,33.215333,-95.237222
KF56,32.910472,-99.734167
KF62,40.547000,-123.179639
KF68,35.052194,-98.264056
KF69,33.023456,-96.836947
KF70,33.574178,-117.128472
KF72,38.304000,-121.429306
KF75,33.438150,-99.812869
KF78,32.572911,-97.872533
KF81,35.405269,-96.305539
KF82,33.483778,-101.813044
KF85,33.731333,-102.735081
KF86,32.122167,-92.054500
KF87,32.724825,-92.337161
KF88,32.202000,-92.732944
KF89,32.153028,-91.698583
KF92,35.876672,-97.952939
KF95,30.487031,-85.113786
KF98,33.217194,-102.830083
KF99,35.085861,-96.416667
KFAF,37.132608,-76.608936
KFAM,37.760892,-90.428669
KFAR,46.920639,-96.815750
KFAT,36.776556,-119.718833
KFAY,34.991211,-78.880275
KFBG,35.132047,-78.936189
KFBL,44.328969,-93.313075
KFBR,41.393333,-110.405972
KFBY,40.181972,-97.167889
KFCH,36.732125,-119.820333
KFCI,37.406444,-77.524833
KFCM,44.827508,-93.458572
KFCS,38.678303,-104.756481
KFCT,46.669419,-120.455967
KFCY,34.941997,-90.774967
KFDK,39.417022,-77.374733
KFDR,34.352094,-98.983908
KFDW,34.315722,-81.108556
KFDY,41.012028,-83.668611
KFEP,42.246114,-89.581978
KFET,41.449944,-96.521194
KFFA,36.017583,-75.671583
KFFC,33.357722,-84.572528
KFFL,41.055719,-91.980822
KFFM,46.284389,-96.156694
KFFO,39.825969,-84.046103
KFFT,38.181731,-84.906750
KFFX,43.439306,-85.994889
KFFZ,33.460842,-111.728325
KFGU,35.044422,-85.020067
KFGX,38.541606,-83.744019
KFHB,30.611833,-81.461194
KFHR,48.521972,-123.024361
KFHU,31.588472,-110.344389
KFIG,41.049133,-78.415158
KFIN,29.465150,-81.207647
KFIT,42.553847,-71.759175
KFKA,43.676750,-92.179750
KFKL,41.377417,-79.860639
KFKN,36.700297,-76.902136
KFKR,40.273431,-86.562169
KFKS,44.625203,-86.200856
KFLD,43.771167,-88.488417
KFLG,35.140317,-111.669242
KFLL,26.071667,-80.149694
KFLO,34.185364,-79.723883
KFLP,36.290889,-92.590250
KFLV,39.368333,-94.914714
KFLX,39.499169,-118.748792
KFLY,38.942769,-104.569906
KFME,39.085333,-76.759461
KFMH,41.659139,-70.522806
KFMM,40.335444,-103.804167
KFMN,36.741250,-108.229942
KFMY,26.586617,-81.863247
KFMZ,40.586097,-97.573136
KFNB,40.078778,-95.592000
KFNL,40.451817,-105.011325
KFNT,42.965464,-83.744739
KFOA,38.664989,-88.453111
KFOD,42.551194,-94.191833
KFOE,38.950950,-95.663614
KFOK,40.843619,-72.631811
KFOM,38.958139,-112.363139
KFOT,40.553942,-124.132656
KFOZ,47.783933,-93.650994
KFPK,42.574089,-84.812097
KFPR,27.497472,-80.372639
KFPY,30.070814,-83.581544
KFQD,35.428222,-81.935078
KFRG,40.729275,-73.413422
KFRH,38.506222,-86.636944
KFRI,39.052639,-96.764508
KFRM,43.643944,-94.415611
KFRR,38.917511,-78.253372
KFSD,43.582019,-96.741925
KFSE,47.592831,-95.773486
KFSI,34.649828,-98.402186
KFSK,37.798361,-94.769361
KFSM,35.336647,-94.366108
KFSO,44.940278,-73.097472
KFST,30.915250,-102.912778
KFSU,34.488750,-104.216419
KFSW,40.659111,-91.327750
KFTG,39.785301208496094,-104.54299926757812
KFTK,37.907067,-85.972036
KFTT,38.838111,-92.002583
KFTW,32.819769,-97.362450
KFTY,33.779128,-84.521367
KFUL,33.872014,-117.979783
KFVE,47.285500,-68.312722
KFVX,37.357528,-78.437806
KFWA,40.978472,-85.195167
KFWB,36.698500,-93.402250
KFWC,38.378633,-88.412653
KFWN,41.200214,-74.623036
KFWQ,40.209722,-79.831444
KFWS,32.565133,-97.308439
KFXE,26.197281,-80.170708
KFXY,43.234756,-93.624103
KFYE,35.207694,-89.394444
KFYG,38.587583,-90.993806
KFYJ,37.521361,-76.762750
KFYM,35.059694,-86.564000
KFYV,36.005094,-94.170064
KFZG,31.683906,-83.270903
KFZI,41.190833,-83.393083
KFZY,43.350775,-76.388056
KG05,40.245450,-80.009814
KGA2,33.183453,-84.371592
KGAB,38.922264,-117.958561
KGAD,33.972650,-86.089083
KGAF,48.404717,-97.370956
KGAG,36.295767,-99.776497
KGAI,39.168333,-77.166000
KGAO,29.441111,-90.261111
KGAS,38.834111,-82.163431
KGBD,38.344253,-98.859197
KGBG,40.938000,-90.431122
KGBR,42.184214,-73.403242
KGCC,44.348908,-105.539367
KGCD,44.402983,-118.967719
KGCK,37.927528,-100.724417
KGCM,36.292722,-95.479611
KGCN,35.952361,-112.146972
KGCT,41.686972,-94.435056
KGCY,36.195722,-82.811361
KGDA,37.335939,-88.110672
KGDB,44.752458,-95.555531
KGDJ,32.443072,-97.821372
KGDK,39.690722,-83.992778
KGDM,42.549889,-72.016028
KGDV,47.138722,-104.807222
KGDW,43.970589,-84.475019
KGED,38.687633,-75.359306
KGEG,47.619028,-117.535222
KGEO,38.881944,-83.882736
KGEU,33.526917,-112.295139
KGEV,36.432472,-81.418500
KGEY,44.517944,-108.083000
KGEZ,39.583139,-85.804806
KGFA,47.5047,-111.187
KGFD,39.790322,-85.736089
KGFK,47.947869,-97.175692
KGFL,43.341222,-73.610306
KGFZ,41.327222,-94.445167
KGGE,33.311417,-79.320306
KGGF,40.870664,-101.733881
KGGG,32.384000,-94.711500
KGGI,41.709889,-92.735972
KGGP,40.711264,-86.372706
KGGW,48.212444,-106.614806
KGHG,42.097500,-70.673019
KGHM,35.837417,-87.445378
KGHW,45.643831,-95.320450
KGIC,45.942667,-116.123028
KGIF,28.062919,-81.753314
KGJT,39.121500,-108.525486
KGKJ,41.626528,-80.214722
KGKT,35.857758,-83.528703
KGKY,32.663861,-97.094278
KGLD,39.370742,-101.698733
KGLE,33.652194,-97.197278
KGLH,33.485247,-90.984486
KGLR,45.013028,-84.703444
KGLS,29.265333,-94.860417
KGLW,37.031778,-85.953756
KGLY,38.354700,-93.679186
KGMJ,36.606778,-94.738556
KGMU,34.847931,-82.349997
KGNB,40.090056,-105.916639
KGNC,32.675333,-102.652667
KGNF,33.832444,-89.798167
KGNG,42.917081,-114.766339
KGNT,35.167278,-107.902056
KGNV,29.690056,-82.271778
KGOK,35.851522,-97.416178
KGON,41.330056,-72.045139
KGOO,39.224056,-121.002556
KGOP,31.420939,-97.796464
KGOV,44.680333,-84.728861
KGPC,39.633528,-86.813806
KGPH,39.332508,-94.309647
KGPI,48.310500,-114.256000
KGPM,32.698778,-97.046917
KGPT,30.407269,-89.070097
KGPZ,47.209283,-93.509944
KGQQ,40.753389,-82.723806
KGRB,44.484633,-88.129714
KGRD,34.250394,-82.157808
KGRE,38.836222,-89.378889
KGRF,47.079214,-122.580767
KGRI,40.967542,-98.309639
KGRK,31.067250,-97.828917
KGRN,42.805978,-102.175250
KGRR,42.880833,-85.522806
KGSB,35.339386,-77.960594
KGSH,41.526133,-85.794269
KGSO,36.101328,-79.941122
KGSP,34.895672,-82.218858
KGTB,44.055614,-75.719897
KGTE,40.925483,-100.146569
KGTF,47.482300,-111.370281
KGTG,45.798378,-92.664331
KGTR,33.448278,-88.591389
KGTU,30.678806,-97.679389
KGUC,38.534333,-106.931750
KGUP,35.511058,-108.789308
KGUR,42.259739,-104.728314
KGUS,40.648092,-86.152119
KGUY,36.684156,-101.506969
KGVE,38.155997,-78.165781
KGVL,34.272628,-83.830225
KGVQ,43.031750,-78.169667
KGVT,33.067839,-96.065333
KGVW,38.843,-94.561
KGWB,41.307197,-85.060517
KGWO,33.493308,-90.086678
KGWR,46.218278,-97.643361
KGWS,39.506000,-107.309083
KGWW,35.460556,-77.964928
KGXF,32.885000,-112.720556
KGXY,40.437417,-104.633222
KGYB,30.169278,-96.980028
KGYH,34.758314,-82.376414
KGYI,33.714092,-96.674036
KGYL,44.756006,-94.081461
KGYR,33.423278,-112.375361
KGYY,41.617250,-87.414528
KGZH,31.415000,-87.043361
KGZL,35.288167,-95.093889
KGZN,32.365833,-99.023694
KGZS,35.154083,-87.057056
KH04,36.614617,-95.151694
KH05,34.920208,-95.393903
KH07,38.779250,-89.640453
KH17,37.654083,-93.087000
KH19,39.370697,-91.220281
KH28,48.999989,-112.792581
KH34,36.078228,-93.754756
KH35,35.470678,-93.427158
KH37,40.138792,-120.178819
KH47,40.625611,-123.468500
KH57,37.758806,-90.616806
KH58,37.184050,-92.737053
KH66,36.720922,-95.625256
KH68,35.965694,-95.341806
KH70,36.345639,-102.049250
KH71,36.225389,-95.330058
KH75,34.798156,-90.037036
KH76,36.671725,-96.405569
KH79,38.361583,-92.571317
KH80,44.364692,-83.762825
KH81,35.081425,-101.755797
KH88,37.605639,-90.287472
KH92,36.442750,-96.387222
KH96,38.008500,-88.934444
KH97,36.377311,-96.805208
KHAB,34.116944,-87.998222
KHAD,42.924411,-106.309469
KHAE,39.725167,-91.443861
KHAF,37.513444,-122.501167
KHAI,41.959742,-85.593061
KHAO,39.363750,-84.521944
KHBC,48.768886,-101.537642
KHBE,39.339264,-86.029778
KHBG,31.264944,-89.252889
KHBI,35.654525,-79.894736
KHBR,34.989917,-99.053058
KHBV,27.349556,-98.736944
KHBZ,35.511694,-92.013008
KHCD,44.859889,-94.382500
KHCO,48.752731,-96.943003
KHCR,40.481806,-111.428806
KHDC,30.521689,-90.418381
KHDE,40.451808,-99.336028
KHDI,35.22010040283203,-84.8323974609375
KHDL,31.364139,-85.312528
KHDN,40.481194,-107.217667
KHDO,29.359131,-99.177492
KHEE,34.576492,-90.675889
KHEF,38.721025,-77.515106
KHEG,30.277786,-81.805944
KHEI,46.014889,-102.656000
KHEQ,40.569431,-102.272689
KHES,38.652858,-122.898642
KHEY,31.355733,-85.651864
KHEZ,31.613661,-91.297336
KHFD,41.736722,-72.649444
KHFF,35.036303,-79.497514
KHFJ,36.905131,-94.014167
KHFY,39.627611,-86.088028
KHGR,39.708500,-77.726500
KHGT,35.993550,-121.236683
KHHF,35.895111,-100.403889
KHHG,40.852917,-85.457056
KHHR,33.922861,-118.335083
KHHW,34.033639,-95.542056
KHIB,47.386575,-92.838978
KHIE,44.367556,-71.545806
KHIF,41.123939,-111.973039
KHIG,39.072444,-93.677361
KHII,34.571125,-114.358278
KHIO,45.542122,-122.950722
KHJH,40.151944,-97.584528
KHJO,36.316722,-119.627667
KHKA,35.940417,-89.830806
KHKS,32.334778,-90.222528
KHKY,35.741144,-81.389550
KHLB,39.343111,-85.258417
KHLC,39.380194,-99.831472
KHLG,40.175011,-80.646269
KHLM,42.7959,-86.162
KHLN,46.606722,-111.983278
KHLR,31.137653,-97.714111
KHLX,36.766111,-80.823561
KHMN,32.851858,-106.108542
KHMP,33.389903,-84.331036
KHMT,33.734028,-117.022306
KHMY,35.026394,-97.231628
KHMZ,40.086125,-78.513497
KHNB,38.249017,-86.952819
KHND,35.972856,-115.134386
KHNR,41.584361,-95.339694
KHNZ,36.361142,-78.529828
KHOB,32.687350,-103.217528
KHOC,39.188761,-83.538808
KHOE,31.056889,-82.775278
KHON,44.385194,-98.228556
KHOP,36.672956,-87.491819
KHOT,34.478028,-93.096222
KHOU,29.645800,-95.277231
KHPN,41.066953,-73.707567
KHPT,42.723694,-93.226333
KHPY,29.786083,-94.952667
KHQG,37.163358,-101.370678
KHQM,46.971194,-123.936556
KHQU,33.529731,-82.516953
KHQZ,32.746964,-96.530417
KHRF,46.257167,-114.123844
KHRI,45.828222,-119.259167
KHRJ,35.380156,-78.732236
KHRL,26.226561,-97.655311
KHRO,36.261528,-93.154722
KHRT,30.428922,-86.688808
KHRU,38.694722,-96.807972
KHRX,34.860700,-102.325883
KHSA,30.367806,-89.454614
KHSB,37.811256,-88.550258
KHSD,35.601833,-97.706167
KHSE,35.232806,-75.617806
KHSG,43.713611,-108.389694
KHSI,40.605250,-98.427889
KHSP,37.951444,-79.833894
KHSR,43.368306,-103.388278
KHST,25.488550,-80.383567
KHSV,34.637197,-86.775056
KHTF,42.382139,-77.682111
KHTH,38.545078,-118.632403
KHTL,44.359869,-84.669483
KHTO,40.9596,-72.2518
KHTS,38.368508,-82.560361
KHTW,38.419111,-82.494833
KHUA,34.678661,-86.684792
KHUF,39.450633,-87.306989
KHUL,46.124608,-67.792361
KHUM,29.566503,-90.660428
KHUT,38.066156,-97.860489
KHVC,36.856969,-87.455078
KHVE,38.419417,-110.702917
KHVN,41.263725,-72.887731
KHVR,48.542986,-109.762342
KHVS,34.403083,-80.119222
KHWD,37.658931,-122.121739
KHWI,58.127442,-134.755953
KHWO,26.001261,-80.240694
KHWQ,46.448611,-109.852778
KHWV,40.821956,-72.866908
KHWY,38.586286,-77.710631
KHXD,32.224494,-80.697400
KHXF,43.350047,-88.390242
KHYA,41.669336,-70.280358
KHYI,29.892750,-97.863000
KHYR,46.025267,-91.444264
KHYS,38.842222,-99.273167
KHYW,33.828489,-79.122175
KHYX,43.433375,-83.862303
KHZD,36.089308,-88.463297
KHZE,47.289936,-101.580978
KHZL,40.986772,-75.994703
KHZR,30.718333,-91.478667
KHZX,46.618797,-93.309811
KHZY,41.777778,-80.696778
KI06,34.566825,-101.781461
KI08,45.143525,-114.928989
KI10,39.800972,-81.536325
KI16,37.600444,-81.559278
KI17,40.164694,-84.308417
KI18,38.929778,-81.819472
KI20,38.851500,-87.499794
KI22,40.167694,-84.929389
KI23,39.570403,-83.420514
KI27,42.846931,-91.380692
KI34,39.320014,-85.525119
KI35,36.859331,-83.358475
KI40,40.310167,-81.852417
KI41,38.457028,-82.313761
KI42,38.584803,-86.464947
KI44,39.765106,-84.342961
KI45,45.941847,-116.763669
KI50,37.849811,-83.845833
KI54,40.020058,-83.828542
KI61,39.889167,-85.163333
KI63,39.985389,-90.804139
KI64,41.293492,-82.372361
KI66,39.502478,-83.863311
KI67,39.259269,-84.774306
KI68,39.462167,-84.251847
KI69,39.078389,-84.210222
KI71,39.654236,-81.803189
KI72,40.048928,-86.157767
KI73,39.682111,-84.239992
KI74,40.132372,-83.754064
KI75,41.052222,-93.689139
KI76,40.785772,-86.146433
KI80,40.003506,-85.964519
KI83,38.604075,-86.152253
KI86,39.691592,-82.197789
KI91,38.042097,-87.316072
KI93,37.784806,-86.441278
KI95,40.610092,-83.644258
KI96,37.085339,-85.347183
KI99,40.232514,-85.637531
KIA8,42.496106,-91.179858
KIAB,37.623117,-97.267628
KIAD,38.947456,-77.459928
KIAG,43.107558,-78.945847
KIAH,29.984436,-95.341442
KIBM,41.188056,-103.677389
KICL,40.722194,-95.026611
KICR,43.389483,-99.841214
KICT,37.649953,-97.433042
KID8,44.773472,-114.985278
KIDA,43.513672,-112.070819
KIDG,42.332597,-95.444889
KIDI,40.631061,-79.101528
KIDL,33.485722,-90.678889
KIDP,37.157925,-95.778394
KIEN,43.021275,-102.506606
KIER,31.735703,-93.099164
KIFA,42.471356,-93.270722
KIFP,35.154614,-114.559333
KIGM,35.259478,-113.938050
KIGQ,41.534917,-87.529528
KIGX,35.935001,-79.065902
KIIB,42.456889,-91.947667
KIIY,33.778597,-82.814497
KIJD,41.744028,-72.180222
KIJX,39.774611,-90.238278
KIKG,27.550861,-98.030917
KIKK,41.071389,-87.846278
KIKR,35.040361,-106.609250
KIKV,41.691347,-93.566350
KIKW,43.662925,-84.261314
KILE,31.085833,-97.686500
KILG,39.678711,-75.606636
KILM,34.271139,-77.902889
KILN,39.427917,-83.792111
KIML,40.510325,-101.620147
KIMM,26.433711,-81.400478
KIMS,38.759917,-85.464694
KIMT,45.818356,-88.114544
KIN3,37.902592,-87.790436
KIND,39.717306,-86.294639
KINF,28.803614,-82.318292
KINJ,32.083639,-97.097250
KINK,31.779806,-103.201694
KINL,48.565589,-93.402181
KINS,36.586344,-115.677369
KINT,36.133714,-80.221989
KINW,35.021911,-110.722517
KIOB,38.058139,-83.979583
KIOW,41.639633,-91.547889
KIPJ,35.483142,-81.161506
KIPL,32.834222,-115.578750
KIPT,41.241667,-76.921806
KIRK,40.093472,-92.544917
KIRS,41.813289,-85.438961
KISB,43.369353,-95.759639
KISM,28.289808,-81.437081
KISN,48.177898407,-103.641998291
KISO,35.331433,-77.608831
KISP,40.796136,-73.100664
KISQ,45.974639,-86.171833
KISW,44.360356,-89.839039
KITH,42.491361,-76.458722
KITR,39.242511,-102.285378
KIUA,42.908903,-77.325225
KIWA,33.307825,-111.655458
KIWD,46.527481,-90.131394
KIWH,40.761972,-85.798750
KIWI,43.961417,-69.712556
KIWS,29.818194,-95.672611
KIXA,36.329792,-77.635231
KIXD,38.830917,-94.890306
KIYA,29.975778,-92.084222
KIYK,35.658742,-117.829533
KIZA,34.606817,-120.075550
KIZG,43.991139,-70.947889
KJAC,43.607333,-110.737750
KJAN,32.311167,-90.075889
KJAQ,38.376803,-120.793911
KJAS,30.885694,-94.034944
KJAU,36.334089,-84.162967
KJAX,30.494044,-81.687847
KJBR,35.831711,-90.646422
KJCA,34.176139,-83.561694
KJCT,30.511111,-99.762889
KJDD,32.742194,-95.496472
KJDN,47.328750,-106.952694
KJEF,38.591175,-92.156144
KJER,42.726683,-114.456647
KJES,31.553972,-81.882500
KJFK,40.639928,-73.778692
KJFX,33.902000,-87.313833
KJFZ,37.063747,-81.798267
KJGG,37.239175,-76.716097
KJHN,37.585389,-101.732303
KJHW,42.153394,-79.258022
KJKA,30.289639,-87.671778
KJKJ,46.839278,-96.664028
KJKL,37.593861,-83.317250
KJLN,37.153167,-94.498808
KJMR,45.891897,-93.272950
KJMS,46.929722,-98.678194
KJNX,35.540939,-78.390325
KJOT,41.517742,-88.175397
KJPX,40.959417,-72.251667
KJQD,37.458547,-86.849825
KJQF,35.387769,-80.709133
KJRA,40.754501,-74.007103
KJRB,40.70119858,-74.00900269
KJRO,38.981361,-82.577850
KJSO,31.869331,-95.217406
KJST,40.315556,-78.834667
